record_id,txn_date,fiscal_year,account,department,region,customer_name,revenue,cogs,gross_profit,net_income,cash_balance
340,2021-05-05,2021,1090,35,North,Customer 00340,17580,9820,7760,800,132980
341,2022-06-06,2022,1091,36,South,Customer 00341,17617,9843,7774,795,133077
342,2023-07-07,2023,1092,37,East,Customer 00342,17654,9866,7788,790,133174
343,2024-08-08,2024,1093,38,West,Customer 00343,17691,9889,7802,785,133271
344,2025-09-09,2025,1094,39,North,Customer 00344,17728,9912,7816,780,133368
345,2021-10-10,2021,1095,40,South,Customer 00345,17765,9935,7830,775,133465
346,2022-11-11,2022,1096,41,East,Customer 00346,17802,9958,7844,770,133562
347,2023-12-12,2023,1097,42,West,Customer 00347,17839,9981,7858,765,133659
348,2024-01-13,2024,1098,43,North,Customer 00348,17876,10004,7872,760,133756
349,2025-02-14,2025,1099,44,South,Customer 00349,17913,10027,7886,755,133853
350,2021-03-15,2021,1100,10,East,Customer 00350,17950,10050,7900,750,133950
351,2022-04-16,2022,1101,11,West,Customer 00351,17987,10073,7914,745,134047
352,2023-05-17,2023,1102,12,North,Customer 00352,18024,10096,7928,740,134144
353,2024-06-18,2024,1103,13,South,Customer 00353,18061,10119,7942,735,134241
354,2025-07-19,2025,1104,14,East,Customer 00354,18098,10142,7956,730,134338
355,2021-08-20,2021,1105,15,West,Customer 00355,18135,10165,7970,725,134435
356,2022-09-21,2022,1106,16,North,Customer 00356,18172,10188,7984,720,134532
357,2023-10-22,2023,1107,17,South,Customer 00357,18209,10211,7998,715,134629
358,2024-11-23,2024,1108,18,East,Customer 00358,18246,10234,8012,710,134726
359,2025-12-24,2025,1109,19,West,Customer 00359,18283,10257,8026,705,134823
360,2021-01-25,2021,1110,20,North,Customer 00360,18320,10280,8040,700,134920
361,2022-02-26,2022,1111,21,South,Customer 00361,18357,10303,8054,695,135017
362,2023-03-27,2023,1112,22,East,Customer 00362,18394,10326,8068,690,135114
363,2024-04-28,2024,1113,23,West,Customer 00363,18431,10349,8082,685,135211
364,2025-05-01,2025,1114,24,North,Customer 00364,18468,10372,8096,680,135308
365,2021-06-02,2021,1115,25,South,Customer 00365,18505,10395,8110,675,135405
366,2022-07-03,2022,1116,26,East,Customer 00366,18542,10418,8124,670,135502
367,2023-08-04,2023,1117,27,West,Customer 00367,18579,10441,8138,665,135599
368,2024-09-05,2024,1118,28,North,Customer 00368,18616,10464,8152,660,135696
369,2025-10-06,2025,1119,29,South,Customer 00369,18653,10487,8166,655,135793
370,2021-11-07,2021,1120,30,East,Customer 00370,18690,10510,8180,650,135890
371,2022-12-08,2022,1121,31,West,Customer 00371,18727,10533,8194,645,135987
372,2023-01-09,2023,1122,32,North,Customer 00372,18764,10556,8208,640,136084
373,2024-02-10,2024,1123,33,South,Customer 00373,18801,10579,8222,635,136181
374,2025-03-11,2025,1124,34,East,Customer 00374,18838,10602,8236,630,136278
375,2021-04-12,2021,1125,35,West,Customer 00375,18875,10625,8250,625,136375
376,2022-05-13,2022,1126,36,North,Customer 00376,18912,10648,8264,620,136472
377,2023-06-14,2023,1127,37,South,Customer 00377,18949,10671,8278,615,136569
378,2024-07-15,2024,1128,38,East,Customer 00378,18986,10694,8292,610,136666
379,2025-08-16,2025,1129,39,West,Customer 00379,19023,10717,8306,605,136763
380,2021-09-17,2021,1130,40,North,Customer 00380,19060,10740,8320,600,136860
381,2022-10-18,2022,1131,41,South,Customer 00381,19097,10763,8334,595,136957
382,2023-11-19,2023,1132,42,East,Customer 00382,19134,10786,8348,590,137054
383,2024-12-20,2024,1133,43,West,Customer 00383,19171,10809,8362,585,137151
384,2025-01-21,2025,1134,44,North,Customer 00384,19208,10832,8376,580,137248
385,2021-02-22,2021,1135,10,South,Customer 00385,19245,10855,8390,575,137345
386,2022-03-23,2022,1136,11,East,Customer 00386,19282,10878,8404,570,137442
387,2023-04-24,2023,1137,12,West,Customer 00387,19319,10901,8418,565,137539
388,2024-05-25,2024,1138,13,North,Customer 00388,19356,10924,8432,560,137636
389,2025-06-26,2025,1139,14,South,Customer 00389,19393,10947,8446,555,137733
390,2021-07-27,2021,1140,15,East,Customer 00390,19430,10970,8460,550,137830
391,2022-08-28,2022,1141,16,West,Customer 00391,19467,10993,8474,545,137927
392,2023-09-01,2023,1142,17,North,Customer 00392,19504,11016,8488,540,138024
393,2024-10-02,2024,1143,18,South,Customer 00393,19541,11039,8502,535,138121
394,2025-11-03,2025,1144,19,East,Customer 00394,19578,11062,8516,530,138218
395,2021-12-04,2021,1145,20,West,Customer 00395,19615,11085,8530,525,138315
396,2022-01-05,2022,1146,21,North,Customer 00396,19652,11108,8544,520,138412
397,2023-02-06,2023,1147,22,South,Customer 00397,19689,11131,8558,515,138509
398,2024-03-07,2024,1148,23,East,Customer 00398,19726,11154,8572,510,138606
399,2025-04-08,2025,1149,24,West,Customer 00399,19763,11177,8586,505,138703
400,2021-05-09,2021,1150,25,North,Customer 00400,19800,11200,8600,500,138800
401,2022-06-10,2022,1151,26,South,Customer 00401,19837,11223,8614,495,138897
402,2023-07-11,2023,1152,27,East,Customer 00402,19874,11246,8628,490,138994
403,2024-08-12,2024,1153,28,West,Customer 00403,19911,11269,8642,485,139091
404,2025-09-13,2025,1154,29,North,Customer 00404,19948,11292,8656,480,139188
405,2021-10-14,2021,1155,30,South,Customer 00405,19985,11315,8670,475,139285
406,2022-11-15,2022,1156,31,East,Customer 00406,20022,11338,8684,470,139382
407,2023-12-16,2023,1157,32,West,Customer 00407,20059,11361,8698,465,139479
408,2024-01-17,2024,1158,33,North,Customer 00408,20096,11384,8712,460,139576
409,2025-02-18,2025,1159,34,South,Customer 00409,20133,11407,8726,455,139673
410,2021-03-19,2021,1160,35,East,Customer 00410,20170,11430,8740,450,139770
411,2022-04-20,2022,1161,36,West,Customer 00411,20207,11453,8754,445,139867
412,2023-05-21,2023,1162,37,North,Customer 00412,20244,11476,8768,440,139964
413,2024-06-22,2024,1163,38,South,Customer 00413,20281,11499,8782,435,140061
414,2025-07-23,2025,1164,39,East,Customer 00414,20318,11522,8796,430,140158
415,2021-08-24,2021,1165,40,West,Customer 00415,20355,11545,8810,425,140255
416,2022-09-25,2022,1166,41,North,Customer 00416,20392,11568,8824,420,140352
417,2023-10-26,2023,1167,42,South,Customer 00417,20429,11591,8838,415,140449
418,2024-11-27,2024,1168,43,East,Customer 00418,20466,11614,8852,410,140546
419,2025-12-28,2025,1169,44,West,Customer 00419,20503,11637,8866,405,140643
420,2021-01-01,2021,1170,10,North,Customer 00420,20540,11660,8880,400,140740
421,2022-02-02,2022,1171,11,South,Customer 00421,20577,11683,8894,395,140837
422,2023-03-03,2023,1172,12,East,Customer 00422,20614,11706,8908,390,140934
423,2024-04-04,2024,1173,13,West,Customer 00423,20651,11729,8922,385,141031
424,2025-05-05,2025,1174,14,North,Customer 00424,20688,11752,8936,380,141128
425,2021-06-06,2021,1175,15,South,Customer 00425,20725,11775,8950,375,141225
426,2022-07-07,2022,1176,16,East,Customer 00426,20762,11798,8964,370,141322
427,2023-08-08,2023,1177,17,West,Customer 00427,20799,11821,8978,365,141419
428,2024-09-09,2024,1178,18,North,Customer 00428,20836,11844,8992,360,141516
429,2025-10-10,2025,1179,19,South,Customer 00429,20873,11867,9006,355,141613
430,2021-11-11,2021,1180,20,East,Customer 00430,20910,11890,9020,350,141710
431,2022-12-12,2022,1181,21,West,Customer 00431,20947,11913,9034,345,141807
432,2023-01-13,2023,1182,22,North,Customer 00432,20984,11936,9048,340,141904
433,2024-02-14,2024,1183,23,South,Customer 00433,21021,11959,9062,335,142001
434,2025-03-15,2025,1184,24,East,Customer 00434,21058,11982,9076,330,142098
435,2021-04-16,2021,1185,25,West,Customer 00435,21095,12005,9090,325,142195
436,2022-05-17,2022,1186,26,North,Customer 00436,21132,12028,9104,320,142292
437,2023-06-18,2023,1187,27,South,Customer 00437,21169,12051,9118,315,142389
438,2024-07-19,2024,1188,28,East,Customer 00438,21206,12074,9132,310,142486
439,2025-08-20,2025,1189,29,West,Customer 00439,21243,12097,9146,305,142583
440,2021-09-21,2021,1190,30,North,Customer 00440,21280,12120,9160,300,142680
441,2022-10-22,2022,1191,31,South,Customer 00441,21317,12143,9174,295,142777
442,2023-11-23,2023,1192,32,East,Customer 00442,21354,12166,9188,290,142874
443,2024-12-24,2024,1193,33,West,Customer 00443,21391,12189,9202,285,142971
444,2025-01-25,2025,1194,34,North,Customer 00444,21428,12212,9216,280,143068
445,2021-02-26,2021,1195,35,South,Customer 00445,21465,12235,9230,275,143165
446,2022-03-27,2022,1196,36,East,Customer 00446,21502,12258,9244,270,143262
447,2023-04-28,2023,1197,37,West,Customer 00447,21539,12281,9258,265,143359
448,2024-05-01,2024,1198,38,North,Customer 00448,21576,12304,9272,260,143456
449,2025-06-02,2025,1199,39,South,Customer 00449,21613,12327,9286,255,143553
450,2021-07-03,2021,1200,40,East,Customer 00450,21650,12350,9300,250,143650
451,2022-08-04,2022,1201,41,West,Customer 00451,21687,12373,9314,245,143747
452,2023-09-05,2023,1202,42,North,Customer 00452,21724,12396,9328,240,143844
453,2024-10-06,2024,1203,43,South,Customer 00453,21761,12419,9342,235,143941
454,2025-11-07,2025,1204,44,East,Customer 00454,21798,12442,9356,230,144038
455,2021-12-08,2021,1205,10,West,Customer 00455,21835,12465,9370,225,144135
456,2022-01-09,2022,1206,11,North,Customer 00456,21872,12488,9384,220,144232
457,2023-02-10,2023,1207,12,South,Customer 00457,21909,12511,9398,215,144329
458,2024-03-11,2024,1208,13,East,Customer 00458,21946,12534,9412,210,144426
459,2025-04-12,2025,1209,14,West,Customer 00459,21983,12557,9426,205,144523
460,2021-05-13,2021,1210,15,North,Customer 00460,22020,12580,9440,200,144620
461,2022-06-14,2022,1211,16,South,Customer 00461,22057,12603,9454,195,144717
462,2023-07-15,2023,1212,17,East,Customer 00462,22094,12626,9468,190,144814
463,2024-08-16,2024,1213,18,West,Customer 00463,22131,12649,9482,185,144911
464,2025-09-17,2025,1214,19,North,Customer 00464,22168,12672,9496,180,145008
465,2021-10-18,2021,1215,20,South,Customer 00465,22205,12695,9510,175,145105
466,2022-11-19,2022,1216,21,East,Customer 00466,22242,12718,9524,170,145202
467,2023-12-20,2023,1217,22,West,Customer 00467,22279,12741,9538,165,145299
468,2024-01-21,2024,1218,23,North,Customer 00468,22316,12764,9552,160,145396
469,2025-02-22,2025,1219,24,South,Customer 00469,22353,12787,9566,155,145493
470,2021-03-23,2021,1220,25,East,Customer 00470,22390,12810,9580,150,145590
471,2022-04-24,2022,1221,26,West,Customer 00471,22427,12833,9594,145,145687
472,2023-05-25,2023,1222,27,North,Customer 00472,22464,12856,9608,140,145784
473,2024-06-26,2024,1223,28,South,Customer 00473,22501,12879,9622,135,145881
474,2025-07-27,2025,1224,29,East,Customer 00474,22538,12902,9636,130,145978
475,2021-08-28,2021,1225,30,West,Customer 00475,22575,12925,9650,125,146075
476,2022-09-01,2022,1226,31,North,Customer 00476,22612,12948,9664,120,146172
477,2023-10-02,2023,1227,32,South,Customer 00477,22649,12971,9678,115,146269
478,2024-11-03,2024,1228,33,East,Customer 00478,22686,12994,9692,110,146366
479,2025-12-04,2025,1229,34,West,Customer 00479,22723,13017,9706,105,146463
480,2021-01-05,2021,1230,35,North,Customer 00480,22760,13040,9720,100,146560
481,2022-02-06,2022,1231,36,South,Customer 00481,22797,13063,9734,95,146657
482,2023-03-07,2023,1232,37,East,Customer 00482,22834,13086,9748,90,146754
483,2024-04-08,2024,1233,38,West,Customer 00483,22871,13109,9762,85,146851
484,2025-05-09,2025,1234,39,North,Customer 00484,22908,13132,9776,80,146948
485,2021-06-10,2021,1235,40,South,Customer 00485,22945,13155,9790,75,147045
486,2022-07-11,2022,1236,41,East,Customer 00486,22982,13178,9804,70,147142
487,2023-08-12,2023,1237,42,West,Customer 00487,23019,13201,9818,65,147239
488,2024-09-13,2024,1238,43,North,Customer 00488,23056,13224,9832,60,147336
489,2025-10-14,2025,1239,44,South,Customer 00489,23093,13247,9846,55,147433
490,2021-11-15,2021,1240,10,East,Customer 00490,23130,13270,9860,50,147530
491,2022-12-16,2022,1241,11,West,Customer 00491,23167,13293,9874,45,147627
492,2023-01-17,2023,1242,12,North,Customer 00492,23204,13316,9888,40,147724
493,2024-02-18,2024,1243,13,South,Customer 00493,23241,13339,9902,35,147821
494,2025-03-19,2025,1244,14,East,Customer 00494,23278,13362,9916,30,147918
495,2021-04-20,2021,1245,15,West,Customer 00495,23315,13385,9930,25,148015
496,2022-05-21,2022,1246,16,North,Customer 00496,23352,13408,9944,20,148112
497,2023-06-22,2023,1247,17,South,Customer 00497,23389,13431,9958,15,148209
498,2024-07-23,2024,1248,18,East,Customer 00498,23426,13454,9972,10,148306
499,2025-08-24,2025,1249,19,West,Customer 00499,23463,13477,9986,5,148403
500,2021-09-25,2021,1000,20,North,Customer 00500,23500,13500,10000,0,148500
