Date,Segment,Region,Product,Customer,Channel,Units Sold,Unit Price,Discount Amount,Net Sales,COGS,Gross Profit,Operating Expense,Marketing Spend,Total Expense,Net Income,Order ID
2022-03-27,Mid-Market,North America,Starter Plan,Sakura Ltd,In-Store,235,286.25,3363.44,63905.31,38982.24,24923.07,8307.69,1917.16,10224.85,14698.22,ORD-2022-000300
2022-04-27,SMB,Europe,Integration Pack,Andes Group,Online,356,116.59,2490.36,39015.68,24189.72,14825.96,6242.51,1560.63,7803.14,7022.82,ORD-2022-000301
2022-04-06,Enterprise,Europe,Starter Plan,Acme Corp,Direct,111,369.54,3281.52,37737.42,23019.83,14717.59,3773.74,1886.87,5660.61,9056.98,ORD-2022-000302
2022-04-26,Enterprise,North America,Analytics Suite,Helios AG,Online,219,475.59,6249.25,97904.96,52868.68,45036.28,14685.74,5874.3,20560.04,24476.24,ORD-2022-000303
2022-04-10,Enterprise,Europe,Data Sync,Helios AG,In-Store,324,468.93,18232,133701.32,77546.77,56154.55,20055.2,2674.03,22729.23,33425.32,ORD-2022-000304
2022-04-12,Mid-Market,Middle East,Starter Plan,Acme Corp,In-Store,166,260.38,3890.08,39333,25173.12,14159.88,3146.64,786.66,3933.3,10226.58,ORD-2022-000305
2022-04-04,Enterprise,Middle East,Integration Pack,Nova Retail,In-Store,455,507.08,29993.78,200727.62,126458.4,74269.22,22080.04,12043.66,34123.7,40145.52,ORD-2022-000306
2022-04-13,SMB,Middle East,Integration Pack,Acme Corp,Partner,247,132.55,2619.19,30120.66,18674.81,11445.85,2409.65,1506.03,3915.68,7530.17,ORD-2022-000307
2022-04-20,Enterprise,Latin America,Forecast Pro,Beta GmbH,Partner,117,273.29,1598.75,30376.18,19440.76,10935.42,3037.62,1518.81,4556.43,6378.99,ORD-2022-000308
2022-04-02,Mid-Market,APAC,Forecast Pro,Orion Inc,Direct,82,306.1,2259.02,22841.18,14618.36,8222.82,2969.35,913.65,3883,4339.82,ORD-2022-000309
2022-04-15,SMB,Middle East,Analytics Suite,Beta GmbH,Partner,124,150.25,1863.1,16767.9,8719.31,8048.59,2347.51,838.4,3185.91,4862.68,ORD-2022-000310
2022-04-24,Mid-Market,North America,Analytics Suite,Andes Group,Partner,129,233.61,2109.5,28026.19,14013.1,14013.09,3082.88,1401.31,4484.19,9528.9,ORD-2022-000311
2022-04-28,SMB,Europe,Data Sync,Acme Corp,In-Store,49,116.17,341.54,5350.79,2996.44,2354.35,802.62,267.54,1070.16,1284.19,ORD-2022-000312
2022-04-26,SMB,Europe,Forecast Pro,Maple LLC,In-Store,189,124.01,468.76,22969.13,13781.48,9187.65,1837.53,689.07,2526.6,6661.05,ORD-2022-000313
2022-04-20,Enterprise,Europe,Starter Plan,Acme Corp,Online,599,348.43,14609.67,194099.9,122282.94,71816.96,27173.99,3882,31055.99,40760.97,ORD-2022-000314
2022-04-15,SMB,Middle East,Integration Pack,Beta GmbH,In-Store,566,152.7,9507.1,76921.1,47691.08,29230.02,9999.74,1538.42,11538.16,17691.86,ORD-2022-000315
2022-04-25,Mid-Market,Europe,Forecast Pro,Maple LLC,In-Store,48,219.52,1053.7,9483.26,5879.62,3603.64,853.49,284.5,1137.99,2465.65,ORD-2022-000316
2022-04-13,Mid-Market,Europe,Data Sync,Zenith Co,Online,497,203.07,11101.84,89823.95,51199.65,38624.3,8084.16,3592.96,11677.12,26947.18,ORD-2022-000317
2022-04-04,Mid-Market,Middle East,Starter Plan,Andes Group,Direct,482,182.48,2638.66,85316.7,52043.19,33273.51,8531.67,2559.5,11091.17,22182.34,ORD-2022-000318
2022-04-10,Enterprise,Latin America,Data Sync,Acme Corp,In-Store,596,364.53,28243.78,189016.1,113409.66,75606.44,22681.93,3780.32,26462.25,49144.19,ORD-2022-000319
2022-04-08,Enterprise,North America,Data Sync,Andes Group,Online,230,268.79,3709.3,58112.4,32542.94,25569.46,6973.49,4067.87,11041.36,14528.1,ORD-2022-000320
2022-05-07,SMB,North America,Data Sync,Sakura Ltd,Online,79,120.48,285.54,9232.38,5262.46,3969.92,1477.18,461.62,1938.8,2031.12,ORD-2022-000321
2022-05-14,Enterprise,Latin America,Analytics Suite,Beta GmbH,Direct,576,279.23,12866.92,147969.56,78423.87,69545.69,19236.04,7398.48,26634.52,42911.17,ORD-2022-000322
2022-05-04,Mid-Market,Latin America,Data Sync,Orion Inc,Direct,87,191.3,166.43,16476.67,9226.94,7249.73,2636.27,329.53,2965.8,4283.93,ORD-2022-000323
2022-05-28,Enterprise,North America,Analytics Suite,Nova Retail,In-Store,54,517.31,1396.74,26538,14065.14,12472.86,3980.7,796.14,4776.84,7696.02,ORD-2022-000324
2022-05-19,Mid-Market,Europe,Analytics Suite,Orion Inc,Online,308,250.31,3083.82,74011.66,39966.3,34045.36,7401.17,1480.23,8881.4,25163.96,ORD-2022-000325
2022-05-10,Enterprise,Latin America,Data Sync,Helios AG,Partner,516,422.53,8721.02,209304.46,117210.5,92093.96,18837.4,14651.31,33488.71,58605.25,ORD-2022-000326
2022-05-24,Mid-Market,Europe,Starter Plan,Helios AG,In-Store,472,245.85,3481.24,112559.96,72038.37,40521.59,11256,4502.4,15758.4,24763.19,ORD-2022-000327
2022-05-07,Mid-Market,Middle East,Forecast Pro,Orion Inc,Online,301,247.78,8204,66377.78,39826.67,26551.11,5974,3982.67,9956.67,16594.44,ORD-2022-000328
2022-05-28,Mid-Market,Middle East,Analytics Suite,Sakura Ltd,Direct,278,279.77,6999.85,70776.21,36095.87,34680.34,7785.38,1415.52,9200.9,25479.44,ORD-2022-000329
2022-05-04,Enterprise,Latin America,Data Sync,Atlas BV,Partner,148,456.96,9468.21,58161.87,33733.88,24427.99,5234.57,4071.33,9305.9,15122.09,ORD-2022-000330
2022-05-18,Mid-Market,Europe,Integration Pack,Helios AG,Partner,254,175.4,3564.13,40987.47,24592.48,16394.99,5328.37,1229.62,6557.99,9837,ORD-2022-000331
2022-05-24,Mid-Market,Europe,Data Sync,Atlas BV,Partner,535,270.87,15940.7,128974.75,74805.36,54169.39,12897.48,3869.24,16766.72,37402.67,ORD-2022-000332
2022-05-09,Mid-Market,APAC,Data Sync,Beta GmbH,In-Store,461,292.59,14837.24,120046.75,67226.18,52820.57,16806.55,3601.4,20407.95,32412.62,ORD-2022-000333
2022-05-12,Mid-Market,Middle East,Data Sync,Maple LLC,Online,94,239.42,2250.55,20254.93,11545.31,8709.62,2228.04,1215.3,3443.34,5266.28,ORD-2022-000334
2022-05-25,SMB,North America,Analytics Suite,Maple LLC,Online,190,110.15,1883.56,19044.94,9712.92,9332.02,1523.6,380.9,1904.5,7427.52,ORD-2022-000335
2022-05-23,Mid-Market,Latin America,Analytics Suite,Zenith Co,Partner,347,280.81,5846.46,91594.61,48545.14,43049.47,11907.3,4579.73,16487.03,26562.44,ORD-2022-000336
2022-05-18,SMB,APAC,Integration Pack,Atlas BV,Partner,439,147.83,3893.84,61003.53,39042.26,21961.27,6710.39,3660.21,10370.6,11590.67,ORD-2022-000337
2022-05-18,Mid-Market,North America,Analytics Suite,Orion Inc,Partner,149,234.91,700.03,34301.56,18179.83,16121.73,2744.12,2401.11,5145.23,10976.5,ORD-2022-000338
2022-05-26,SMB,Latin America,Data Sync,Zenith Co,Online,359,112,1206.24,39001.76,23401.06,15600.7,3900.18,2340.11,6240.29,9360.41,ORD-2022-000339
2022-05-10,Enterprise,APAC,Forecast Pro,Sakura Ltd,Direct,188,292.26,3296.69,51648.19,31505.4,20142.79,5164.82,3615.37,8780.19,11362.6,ORD-2022-000340
2022-06-22,SMB,Middle East,Forecast Pro,Maple LLC,Partner,249,141.22,2109.83,33053.95,20162.91,12891.04,3305.4,991.62,4297.02,8594.02,ORD-2022-000341
2022-06-19,Mid-Market,Latin America,Forecast Pro,Helios AG,Direct,250,290.96,7274,65466,39934.26,25531.74,9819.9,1309.32,11129.22,14402.52,ORD-2022-000342
2022-06-08,Enterprise,APAC,Starter Plan,Helios AG,Direct,195,327.35,7659.99,56173.26,34265.69,21907.57,5617.33,2808.66,8425.99,13481.58,ORD-2022-000343
2022-06-10,Mid-Market,Middle East,Starter Plan,Sakura Ltd,Direct,439,300.97,13212.58,118913.25,73726.22,45187.03,17836.99,4756.53,22593.52,22593.51,ORD-2022-000344
2022-06-28,Mid-Market,North America,Integration Pack,Acme Corp,Online,312,182.83,570.43,56472.53,35577.69,20894.84,6776.7,1129.45,7906.15,12988.69,ORD-2022-000345
2022-06-27,Mid-Market,Europe,Analytics Suite,Sakura Ltd,Online,171,274.83,4699.59,42296.34,21571.13,20725.21,3806.67,1268.89,5075.56,15649.65,ORD-2022-000346
2022-06-23,Mid-Market,Europe,Analytics Suite,Andes Group,Partner,170,250.16,425.27,42101.93,22735.04,19366.89,6736.31,2947.14,9683.45,9683.44,ORD-2022-000347
2022-06-13,Mid-Market,Europe,Data Sync,Acme Corp,Direct,510,307.24,10968.47,145723.93,81605.4,64118.53,13115.15,8743.44,21858.59,42259.94,ORD-2022-000348
2022-06-26,Enterprise,APAC,Forecast Pro,Nova Retail,Direct,174,453.17,6308.13,72543.45,45702.37,26841.08,5803.48,3627.17,9430.65,17410.43,ORD-2022-000349
2022-06-06,Mid-Market,Latin America,Analytics Suite,Orion Inc,Online,526,295.31,9319.98,146013.08,75926.8,70086.28,11681.05,5840.52,17521.57,52564.71,ORD-2022-000350
2022-06-28,Enterprise,North America,Data Sync,Maple LLC,In-Store,146,347.09,6081.02,44594.12,25864.59,18729.53,4013.47,1783.76,5797.23,12932.3,ORD-2022-000351
2022-06-08,SMB,North America,Analytics Suite,Nova Retail,Direct,431,145.26,3130.35,59476.71,30927.89,28548.82,4758.14,3568.6,8326.74,20222.08,ORD-2022-000352
2022-06-07,Mid-Market,Europe,Integration Pack,Maple LLC,In-Store,192,236.97,1819.93,43678.31,27080.55,16597.76,5241.4,2183.92,7425.32,9172.44,ORD-2022-000353
2022-06-13,Mid-Market,Europe,Starter Plan,Andes Group,Direct,384,170.01,6528.38,58755.46,35253.28,23502.18,8225.76,1175.11,9400.87,14101.31,ORD-2022-000354
2022-06-26,SMB,Latin America,Data Sync,Atlas BV,Partner,56,97.68,218.8,5251.28,3150.77,2100.51,840.2,367.59,1207.79,892.72,ORD-2022-000355
2022-06-22,Enterprise,Latin America,Forecast Pro,Zenith Co,Online,415,508.46,16880.87,194130.03,122301.92,71828.11,29119.5,13589.1,42708.6,29119.51,ORD-2022-000356
2022-06-20,SMB,North America,Integration Pack,Atlas BV,In-Store,160,118.92,1331.9,17695.3,10794.13,6901.17,1769.53,353.91,2123.44,4777.73,ORD-2022-000357
2022-06-08,SMB,Latin America,Data Sync,Nova Retail,Direct,495,111.48,6070.09,49112.51,29467.51,19645,4420.13,1964.5,6384.63,13260.37,ORD-2022-000358
2022-06-16,Enterprise,Europe,Forecast Pro,Zenith Co,Direct,514,378.87,9736.96,185002.22,118401.42,66600.8,25900.31,11100.13,37000.44,29600.36,ORD-2022-000359
2022-06-13,SMB,APAC,Data Sync,Beta GmbH,Online,553,103.44,1716.07,55486.25,32182.03,23304.22,5548.63,2774.31,8322.94,14981.28,ORD-2022-000360
2022-07-18,SMB,APAC,Data Sync,Acme Corp,Direct,134,117.65,157.65,15607.45,8740.17,6867.28,1560.75,780.37,2341.12,4526.16,ORD-2022-000361
2022-07-20,Mid-Market,North America,Integration Pack,Nova Retail,Direct,267,242.07,1292.65,63340.04,40537.63,22802.41,8867.61,1266.8,10134.41,12668,ORD-2022-000362
2022-07-14,Mid-Market,Latin America,Starter Plan,Nova Retail,In-Store,366,266.1,8765.33,88627.27,56721.45,31905.82,12407.82,6203.91,18611.73,13294.09,ORD-2022-000363
2022-07-08,SMB,Latin America,Starter Plan,Andes Group,In-Store,351,105.95,2603.19,34585.26,21442.86,13142.4,3804.38,2420.97,6225.35,6917.05,ORD-2022-000364
2022-07-08,SMB,Middle East,Starter Plan,Atlas BV,Direct,512,135.08,4149.66,65011.3,40957.12,24054.18,10401.81,1950.34,12352.15,11702.03,ORD-2022-000365
2022-07-14,SMB,Europe,Integration Pack,Beta GmbH,Online,221,158.51,3152.76,31877.95,19126.77,12751.18,3187.8,1275.12,4462.92,8288.26,ORD-2022-000366
2022-07-22,Enterprise,Middle East,Forecast Pro,Atlas BV,Partner,517,327.5,20318.1,148999.4,92379.63,56619.77,13409.95,7449.97,20859.92,35759.85,ORD-2022-000367
2022-07-27,Mid-Market,Middle East,Starter Plan,Sakura Ltd,In-Store,443,243.78,6479.67,101514.87,63954.37,37560.5,9136.34,4060.59,13196.93,24363.57,ORD-2022-000368
2022-07-05,Mid-Market,North America,Starter Plan,Nova Retail,Online,594,194.6,11559.24,104033.16,64500.56,39532.6,9362.98,7282.32,16645.3,22887.3,ORD-2022-000369
2022-07-12,Enterprise,North America,Integration Pack,Andes Group,Partner,109,447.4,6827.32,41939.28,26841.14,15098.14,5032.71,2516.36,7549.07,7549.07,ORD-2022-000370
2022-07-05,SMB,APAC,Analytics Suite,Beta GmbH,Direct,376,108.82,409.16,40507.16,20658.65,19848.51,3240.57,1215.21,4455.78,15392.73,ORD-2022-000371
2022-07-25,SMB,Latin America,Forecast Pro,Orion Inc,In-Store,484,99.25,3362.59,44674.41,26804.65,17869.76,4020.7,1786.98,5807.68,12062.08,ORD-2022-000372
2022-07-04,Enterprise,Latin America,Data Sync,Sakura Ltd,In-Store,250,411.77,7205.98,95736.52,53612.45,42124.07,14360.48,6701.56,21062.04,21062.03,ORD-2022-000373
2022-07-12,Enterprise,North America,Data Sync,Maple LLC,In-Store,596,330.17,17710.32,179071,103861.18,75209.82,17907.1,12534.97,30442.07,44767.75,ORD-2022-000374
2022-07-07,Enterprise,Europe,Forecast Pro,Maple LLC,Online,491,497.54,9771.69,234520.45,143057.47,91462.98,37523.27,9380.82,46904.09,44558.89,ORD-2022-000375
2022-07-17,Mid-Market,APAC,Forecast Pro,Zenith Co,Direct,534,249.18,3991.86,129070.26,80023.56,49046.7,11616.32,2581.41,14197.73,34848.97,ORD-2022-000376
2022-07-13,Mid-Market,North America,Forecast Pro,Andes Group,In-Store,338,209.94,7805.57,63154.15,39787.11,23367.04,10104.66,4420.79,14525.45,8841.59,ORD-2022-000377
2022-07-03,SMB,APAC,Starter Plan,Maple LLC,Direct,63,156.66,592.17,9277.41,5937.54,3339.87,927.74,556.64,1484.38,1855.49,ORD-2022-000378
2022-07-16,SMB,APAC,Analytics Suite,Beta GmbH,Online,582,113.59,4627.66,61481.72,31970.49,29511.23,7992.62,1844.45,9837.07,19674.16,ORD-2022-000379
2022-07-27,Mid-Market,Latin America,Starter Plan,Maple LLC,Partner,445,191.05,5101.04,79916.21,47949.73,31966.48,11188.27,5594.13,16782.4,15184.08,ORD-2022-000380
2022-08-21,Mid-Market,North America,Integration Pack,Acme Corp,Partner,524,225.33,11807.29,106265.63,66947.35,39318.28,9563.91,6375.94,15939.85,23378.43,ORD-2022-000381
2022-08-08,Enterprise,APAC,Data Sync,Acme Corp,Partner,436,395.02,13778.3,158450.42,95070.25,63380.17,17429.55,6338.02,23767.57,39612.6,ORD-2022-000382
2022-08-25,Enterprise,North America,Integration Pack,Orion Inc,In-Store,69,426.49,882.83,28544.98,18268.79,10276.19,3139.95,1712.7,4852.65,5423.54,ORD-2022-000383
2022-08-06,Mid-Market,Europe,Forecast Pro,Maple LLC,Online,406,193.64,3930.89,74686.95,47052.78,27634.17,8962.43,2987.48,11949.91,15684.26,ORD-2022-000384
2022-08-13,Enterprise,Latin America,Forecast Pro,Orion Inc,Direct,408,478.49,19522.39,175701.53,112448.98,63252.55,26355.23,8785.08,35140.31,28112.24,ORD-2022-000385
2022-08-05,Mid-Market,APAC,Integration Pack,Beta GmbH,Online,287,254.23,1459.28,71504.73,45047.98,26456.75,5720.38,3575.24,9295.62,17161.13,ORD-2022-000386
2022-08-24,Enterprise,Middle East,Data Sync,Orion Inc,Direct,157,345.36,4337.72,49883.8,28433.77,21450.03,6484.89,2494.19,8979.08,12470.95,ORD-2022-000387
2022-08-06,SMB,Europe,Integration Pack,Acme Corp,In-Store,440,94.74,1667.42,40018.18,24010.91,16007.27,3201.45,2801.27,6002.72,10004.55,ORD-2022-000388
2022-08-18,Enterprise,APAC,Data Sync,Orion Inc,In-Store,185,298.73,7737.11,47527.94,28516.76,19011.18,3802.24,950.56,4752.8,14258.38,ORD-2022-000389
2022-08-16,SMB,Middle East,Forecast Pro,Orion Inc,In-Store,115,158.64,2006.8,16236.8,10066.82,6169.98,2110.78,324.74,2435.52,3734.46,ORD-2022-000390
2022-08-18,SMB,Latin America,Forecast Pro,Zenith Co,Partner,580,156.33,6347,84324.4,50594.64,33729.76,13491.9,4216.22,17708.12,16021.64,ORD-2022-000391
2022-08-05,Enterprise,Latin America,Starter Plan,Zenith Co,Partner,392,338.92,14614.23,118242.41,70945.45,47296.96,17736.36,2364.85,20101.21,27195.75,ORD-2022-000392
2022-08-03,SMB,APAC,Analytics Suite,Nova Retail,Direct,379,144.3,6015.87,48673.83,24336.92,24336.91,4380.64,973.48,5354.12,18982.79,ORD-2022-000393
2022-08-09,Mid-Market,Europe,Integration Pack,Helios AG,Partner,542,219.87,4766.78,114402.76,73217.77,41184.99,12584.3,2288.06,14872.36,26312.63,ORD-2022-000394
2022-08-04,Enterprise,APAC,Starter Plan,Nova Retail,In-Store,589,517.89,12201.49,292835.72,181558.15,111277.57,26355.21,11713.43,38068.64,73208.93,ORD-2022-000395
2022-08-05,Enterprise,Latin America,Data Sync,Helios AG,Direct,344,379.08,10432.28,119971.24,69583.32,50387.92,15596.26,4798.85,20395.11,29992.81,ORD-2022-000396
2022-08-13,SMB,Middle East,Integration Pack,Andes Group,Online,580,141.64,821.51,81329.69,51237.7,30091.99,8132.97,4066.48,12199.45,17892.54,ORD-2022-000397
2022-08-06,SMB,Europe,Data Sync,Orion Inc,Partner,461,146.74,2705.89,64941.25,38964.75,25976.5,6494.13,3247.06,9741.19,16235.31,ORD-2022-000398
2022-08-13,Enterprise,North America,Integration Pack,Beta GmbH,Online,218,403.63,2639.74,85351.6,52917.99,32433.61,10242.19,1707.03,11949.22,20484.39,ORD-2022-000399
2022-08-06,Mid-Market,Middle East,Starter Plan,Maple LLC,In-Store,283,294.4,5832.06,77483.14,49589.21,27893.93,12397.3,2324.49,14721.79,13172.14,ORD-2022-000400
2022-09-01,SMB,Middle East,Forecast Pro,Sakura Ltd,Online,469,98.2,2302.79,43753.01,26251.81,17501.2,6125.42,1750.12,7875.54,9625.66,ORD-2022-000401
2022-09-08,Mid-Market,Latin America,Integration Pack,Sakura Ltd,Online,348,223.04,776.18,76841.74,48410.3,28431.44,6147.34,2305.25,8452.59,19978.85,ORD-2022-000402
2022-09-22,SMB,Middle East,Starter Plan,Atlas BV,Direct,174,120.14,2090.44,18813.92,11664.63,7149.29,2822.09,1128.84,3950.93,3198.36,ORD-2022-000403
2022-09-21,SMB,APAC,Starter Plan,Orion Inc,Online,177,93.33,1156.36,15363.05,9678.72,5684.33,1536.31,307.26,1843.57,3840.76,ORD-2022-000404
2022-09-04,Mid-Market,North America,Data Sync,Beta GmbH,In-Store,196,248.99,2928.12,45873.92,27065.61,18808.31,7339.83,1834.96,9174.79,9633.52,ORD-2022-000405
2022-09-02,SMB,Europe,Data Sync,Nova Retail,Online,154,143.08,1762.75,20271.57,11757.51,8514.06,3040.74,608.15,3648.89,4865.17,ORD-2022-000406
2022-09-15,Enterprise,Middle East,Forecast Pro,Zenith Co,Direct,491,270.57,18598.98,114250.89,68550.53,45700.36,13710.11,2285.02,15995.13,29705.23,ORD-2022-000407
2022-09-26,Mid-Market,Middle East,Starter Plan,Beta GmbH,Partner,159,295.81,3292.37,43741.42,26244.85,17496.57,5686.38,2187.07,7873.45,9623.12,ORD-2022-000408
2022-09-06,SMB,Europe,Starter Plan,Beta GmbH,In-Store,107,141.39,756.44,14372.29,9054.54,5317.75,1437.23,1006.06,2443.29,2874.46,ORD-2022-000409
2022-09-20,SMB,North America,Data Sync,Atlas BV,Online,598,108.73,2600.82,62419.72,36827.63,25592.09,4993.58,4369.38,9362.96,16229.13,ORD-2022-000410
2022-09-27,Enterprise,APAC,Starter Plan,Helios AG,Online,207,482.27,13976.18,85853.71,54946.37,30907.34,11160.98,6009.76,17170.74,13736.6,ORD-2022-000411
2022-09-24,Mid-Market,Middle East,Analytics Suite,Andes Group,In-Store,476,242.34,10381.85,104971.99,53535.71,51436.28,10497.2,7348.04,17845.24,33591.04,ORD-2022-000412
2022-09-12,SMB,Middle East,Integration Pack,Sakura Ltd,Direct,448,92.99,833.19,40826.33,25312.32,15514.01,3674.37,2857.84,6532.21,8981.8,ORD-2022-000413
2022-09-28,Enterprise,North America,Data Sync,Beta GmbH,Direct,539,430.99,30199.47,202104.14,113178.32,88925.82,24252.5,4042.08,28294.58,60631.24,ORD-2022-000414
2022-09-09,Enterprise,Europe,Forecast Pro,Beta GmbH,In-Store,515,311.3,22444.73,137874.77,82724.86,55149.91,19302.47,5514.99,24817.46,30332.45,ORD-2022-000415
2022-09-11,Enterprise,Latin America,Forecast Pro,Helios AG,In-Store,346,372.03,15446.69,113275.69,71363.68,41912.01,14725.84,2265.51,16991.35,24920.66,ORD-2022-000416
2022-09-18,Mid-Market,Middle East,Forecast Pro,Orion Inc,Online,253,179.92,2731.19,42788.57,26101.03,16687.54,5990.4,1283.66,7274.06,9413.48,ORD-2022-000417
2022-09-26,Mid-Market,Europe,Integration Pack,Helios AG,Direct,450,259.99,1169.96,115825.54,71811.83,44013.71,9266.04,3474.77,12740.81,31272.9,ORD-2022-000418
2022-09-18,Mid-Market,APAC,Analytics Suite,Acme Corp,Online,271,228.99,4343.94,57712.35,29433.3,28279.05,7502.61,3462.74,10965.35,17313.7,ORD-2022-000419
2022-09-27,Enterprise,North America,Forecast Pro,Nova Retail,Partner,48,418.2,1003.68,19069.92,11632.65,7437.27,3051.19,572.1,3623.29,3813.98,ORD-2022-000420
2022-10-04,Enterprise,APAC,Data Sync,Beta GmbH,In-Store,55,474.06,1303.67,24769.63,14118.69,10650.94,3963.14,990.79,4953.93,5697.01,ORD-2022-000421
2022-10-09,Mid-Market,Europe,Starter Plan,Atlas BV,In-Store,588,275.03,3234.35,158483.29,101429.31,57053.98,17433.16,6339.33,23772.49,33281.49,ORD-2022-000422
2022-10-03,Mid-Market,Middle East,Data Sync,Orion Inc,Partner,190,306.12,1744.88,56417.92,31594.04,24823.88,7898.51,1128.36,9026.87,15797.01,ORD-2022-000423
2022-10-19,Mid-Market,Latin America,Starter Plan,Andes Group,Online,347,303.82,9488.3,95937.24,58521.72,37415.52,8634.35,4796.86,13431.21,23984.31,ORD-2022-000424
2022-10-14,SMB,Europe,Forecast Pro,Helios AG,Partner,180,117.39,2113.02,19017.18,11600.48,7416.7,2472.23,570.52,3042.75,4373.95,ORD-2022-000425
2022-10-10,Mid-Market,Europe,Integration Pack,Nova Retail,Online,523,229.72,1201.44,118942.12,73744.11,45198.01,19030.74,7136.53,26167.27,19030.74,ORD-2022-000426
2022-10-11,SMB,Europe,Forecast Pro,Orion Inc,Direct,411,114.37,1410.18,45595.89,27813.49,17782.4,4103.63,2279.79,6383.42,11398.98,ORD-2022-000427
2022-10-24,SMB,Europe,Forecast Pro,Acme Corp,Direct,70,130.5,730.8,8404.2,5378.69,3025.51,1092.55,504.25,1596.8,1428.71,ORD-2022-000428
2022-10-22,Mid-Market,North America,Analytics Suite,Beta GmbH,Direct,262,287.8,2262.11,73141.49,38033.57,35107.92,8045.56,5119.9,13165.46,21942.46,ORD-2022-000429
2022-10-08,Mid-Market,Latin America,Data Sync,Sakura Ltd,Partner,446,242.31,1080.7,106989.56,64193.74,42795.82,9629.06,3209.69,12838.75,29957.07,ORD-2022-000430
2022-10-04,Mid-Market,Latin America,Starter Plan,Zenith Co,Direct,443,174.73,5418.38,71987.01,46071.69,25915.32,5758.96,2159.61,7918.57,17996.75,ORD-2022-000431
2022-10-20,Mid-Market,APAC,Data Sync,Nova Retail,Partner,358,195.07,4190.1,65644.96,38074.08,27570.88,10503.19,1969.35,12472.54,15098.34,ORD-2022-000432
2022-10-06,Enterprise,Europe,Data Sync,Helios AG,Online,526,419.3,19849.66,200702.14,116407.24,84294.9,20070.21,8028.09,28098.3,56196.6,ORD-2022-000433
2022-10-02,Enterprise,North America,Integration Pack,Maple LLC,Online,585,373.2,15282.54,203039.46,129945.25,73094.21,24364.74,12182.37,36547.11,36547.1,ORD-2022-000434
2022-10-16,Enterprise,North America,Forecast Pro,Beta GmbH,In-Store,551,510.74,19699.24,261718.5,159648.29,102070.21,31406.22,10468.74,41874.96,60195.25,ORD-2022-000435
2022-10-10,Enterprise,APAC,Analytics Suite,Orion Inc,Partner,128,270.56,2770.53,31861.15,16567.8,15293.35,3823.34,2230.28,6053.62,9239.73,ORD-2022-000436
2022-10-21,SMB,North America,Integration Pack,Andes Group,Direct,517,153.1,3957.64,75195.06,45868.99,29326.07,9023.41,4511.7,13535.11,15790.96,ORD-2022-000437
2022-10-10,Enterprise,Europe,Integration Pack,Sakura Ltd,In-Store,408,512.22,20898.58,188087.18,116614.05,71473.13,18808.72,11285.23,30093.95,41379.18,ORD-2022-000438
2022-10-09,Enterprise,Latin America,Analytics Suite,Helios AG,In-Store,409,378.35,21664.32,133080.83,69202.03,63878.8,14638.89,9315.66,23954.55,39924.25,ORD-2022-000439
2022-10-17,Enterprise,Middle East,Integration Pack,Helios AG,Partner,73,492.17,4311.41,31617,19286.37,12330.63,2529.36,2213.19,4742.55,7588.08,ORD-2022-000440
2022-11-03,SMB,Latin America,Analytics Suite,Zenith Co,Partner,375,137.19,514.46,50931.79,25465.9,25465.89,4583.86,2037.27,6621.13,18844.76,ORD-2022-000441
2022-11-17,Enterprise,APAC,Starter Plan,Acme Corp,Partner,216,282.79,3664.96,57417.68,35598.96,21818.72,5167.59,3445.06,8612.65,13206.07,ORD-2022-000442
2022-11-02,Enterprise,Middle East,Analytics Suite,Sakura Ltd,In-Store,244,451.08,6603.81,103459.71,53799.05,49660.66,12415.17,7242.18,19657.35,30003.31,ORD-2022-000443
2022-11-05,SMB,Latin America,Data Sync,Orion Inc,Partner,67,116.88,783.1,7047.86,4087.76,2960.1,1127.66,140.96,1268.62,1691.48,ORD-2022-000444
2022-11-07,Enterprise,North America,Starter Plan,Sakura Ltd,Direct,209,450.6,2825.26,91350.14,54810.08,36540.06,7308.01,3654.01,10962.02,25578.04,ORD-2022-000445
2022-11-16,SMB,Latin America,Analytics Suite,Andes Group,In-Store,575,126.38,5086.8,67581.7,35818.3,31763.4,5406.54,3379.09,8785.63,22977.77,ORD-2022-000446
2022-11-17,Enterprise,Latin America,Integration Pack,Zenith Co,In-Store,185,513.64,12353.04,82670.36,52909.03,29761.33,11573.85,5786.93,17360.78,12400.55,ORD-2022-000447
2022-11-06,SMB,Latin America,Forecast Pro,Helios AG,In-Store,499,117.49,586.28,58041.23,35405.15,22636.08,6384.54,4062.89,10447.43,12188.65,ORD-2022-000448
2022-11-09,Mid-Market,APAC,Starter Plan,Zenith Co,Partner,305,194.69,2969.02,56411.43,35539.2,20872.23,6769.37,1692.34,8461.71,12410.52,ORD-2022-000449
2022-11-18,Mid-Market,APAC,Analytics Suite,Beta GmbH,Partner,108,256.73,1940.88,25785.96,13924.42,11861.54,3094.32,1805.02,4899.34,6962.2,ORD-2022-000450
2022-11-26,Enterprise,Latin America,Forecast Pro,Nova Retail,Online,298,425.8,5075.54,121812.86,77960.23,43852.63,10963.16,3654.39,14617.55,29235.08,ORD-2022-000451
2022-11-01,SMB,Latin America,Data Sync,Sakura Ltd,In-Store,180,103.13,742.54,17820.86,10336.1,7484.76,2494.92,534.63,3029.55,4455.21,ORD-2022-000452
